transaction_id,account_id,date,type,amount
2162,66,2025-07-30,withdrawal,755695
2163,67,2025-09-04,transfer,274056
2164,61,2025-07-29,transfer,116485
2165,243,2025-02-26,deposit,1570516
2166,287,2025-02-06,withdrawal,976469
2167,210,2025-06-15,deposit,258475
2168,293,2025-09-01,withdrawal,52238
2169,79,2025-05-13,deposit,784023
2170,192,2025-08-13,withdrawal,318261
2171,15,2025-10-05,deposit,303088
2172,216,2025-05-13,deposit,1969655
2173,146,2025-08-15,deposit,388940
2174,2,2025-06-04,deposit,1153268
2175,35,2025-08-11,deposit,880718
2176,294,2025-07-27,withdrawal,603246
2177,173,2025-10-14,withdrawal,508312
2178,68,2025-10-29,deposit,1063566
2179,236,2025-07-25,withdrawal,709631
2180,77,2025-01-22,transfer,175506
2181,210,2025-06-28,withdrawal,254131
2182,174,2025-11-16,transfer,29022
2183,227,2025-11-03,transfer,150424
2184,46,2024-12-20,deposit,1488123
2185,293,2025-12-05,transfer,422416
2186,159,2025-02-09,transfer,343249
2187,287,2025-10-20,deposit,408548
2188,278,2025-01-04,transfer,402208
2189,292,2025-08-08,transfer,104297
2190,258,2025-11-10,deposit,257252
2191,273,2025-04-27,deposit,44790
2192,106,2025-12-04,deposit,1744987
2193,297,2025-09-07,withdrawal,98759
2194,165,2024-12-31,withdrawal,627499
2195,252,2025-07-19,deposit,717940
2196,93,2025-09-04,withdrawal,35225
2197,163,2025-01-23,withdrawal,279670
2198,59,2025-03-04,deposit,1141193
2199,147,2025-04-17,deposit,388084
2200,46,2025-07-04,deposit,648394
2201,87,2025-05-23,deposit,1293648
2202,93,2025-01-06,deposit,1500899
2203,153,2025-05-20,withdrawal,113540
2204,73,2025-05-22,withdrawal,946389
2205,133,2025-02-07,withdrawal,997315
2206,27,2025-10-09,deposit,507525
2207,122,2025-08-23,withdrawal,543328
2208,198,2025-01-08,deposit,569736
2209,163,2025-07-04,withdrawal,589989
2210,34,2025-07-04,withdrawal,40310
2211,120,2025-09-17,deposit,569468
2212,52,2025-09-18,deposit,1605081
2213,65,2025-07-04,withdrawal,605848
2214,229,2025-10-29,deposit,1779773
2215,257,2025-02-18,deposit,1646821
2216,192,2025-04-12,transfer,93179
2217,276,2025-09-18,withdrawal,965769
2218,232,2025-08-02,deposit,7099
2219,149,2024-12-08,transfer,92756
2220,31,2025-10-10,withdrawal,296578
2221,129,2025-06-05,transfer,204309
2222,109,2025-08-26,transfer,445760
2223,145,2025-09-07,deposit,343514
2224,289,2025-01-22,deposit,635484
2225,203,2025-02-17,transfer,69475
2226,285,2025-07-17,withdrawal,930942
2227,108,2025-05-19,transfer,269671
2228,176,2025-12-05,transfer,142028
2229,232,2025-11-12,withdrawal,267874
2230,165,2025-07-31,withdrawal,230855
2231,169,2025-11-27,deposit,1921835
2232,69,2024-12-09,transfer,488528
2233,244,2024-12-12,deposit,1895467
2234,89,2025-11-29,withdrawal,592788
2235,251,2025-01-18,withdrawal,574271
2236,40,2025-11-16,transfer,21225
2237,228,2025-06-06,transfer,69705
2238,193,2025-06-24,transfer,192677
2239,91,2025-02-09,transfer,9420
2240,237,2025-03-16,withdrawal,991727
2241,228,2024-12-18,deposit,469562
2242,144,2025-12-06,transfer,488078
2243,184,2025-10-18,deposit,193673
2244,156,2025-04-06,transfer,120945
2245,253,2025-04-30,withdrawal,48583
2246,253,2025-10-14,transfer,375654
2247,108,2025-10-30,deposit,416223
2248,203,2025-04-29,deposit,1829346
2249,292,2025-03-05,transfer,264004
2250,283,2025-09-23,deposit,1388781
2251,290,2025-10-05,deposit,142071
2252,66,2025-02-11,transfer,39104
2253,133,2025-04-03,transfer,453517
2254,268,2025-04-27,transfer,415125
2255,99,2025-11-27,transfer,17120
2256,273,2025-11-21,transfer,137603
2257,287,2025-07-14,withdrawal,12049
2258,27,2025-07-04,withdrawal,463559
2259,141,2025-08-30,deposit,1431427
2260,239,2025-08-29,withdrawal,389030
2261,23,2025-01-01,transfer,122727
2262,143,2025-07-25,withdrawal,568272
2263,162,2025-03-17,deposit,826787
2264,172,2025-09-26,deposit,1850700
2265,13,2025-11-26,transfer,123294
2266,217,2025-04-14,deposit,1928078
2267,101,2025-05-16,deposit,695434
2268,33,2025-01-26,transfer,332834
2269,15,2024-12-20,withdrawal,462931
2270,172,2025-02-01,withdrawal,269159
2271,243,2025-01-04,deposit,719713
2272,171,2025-04-08,transfer,421342
2273,38,2025-07-20,transfer,329831
2274,49,2025-09-30,transfer,239071
2275,64,2024-12-25,deposit,132269
2276,194,2025-11-28,withdrawal,943320
2277,34,2025-07-22,deposit,135028
2278,29,2025-10-24,withdrawal,650405
2279,222,2025-11-19,deposit,218547
2280,29,2025-05-07,transfer,32369
2281,196,2025-10-20,withdrawal,110485
2282,211,2025-10-10,deposit,1818161
2283,6,2025-08-02,withdrawal,412569
2284,220,2025-01-28,transfer,329655
2285,174,2025-11-18,transfer,496564
2286,14,2025-05-25,withdrawal,552337
2287,99,2024-12-14,deposit,220355
2288,35,2025-03-17,transfer,418881
2289,294,2025-08-25,deposit,1341648
2290,132,2025-08-11,withdrawal,451457
2291,228,2025-02-16,deposit,514927
2292,23,2025-05-16,deposit,272765
2293,300,2025-11-06,withdrawal,548051
2294,184,2025-09-11,withdrawal,622018
2295,75,2025-05-15,deposit,989662
2296,176,2024-12-12,withdrawal,396746
2297,266,2025-11-20,transfer,349812
2298,75,2025-08-24,deposit,502837
2299,287,2025-06-02,deposit,890126
2300,101,2025-03-21,deposit,1348340
2301,36,2025-11-14,withdrawal,208553
2302,244,2025-08-04,transfer,367723
2303,170,2025-05-28,transfer,301797
2304,154,2025-03-01,withdrawal,354582
2305,54,2024-12-29,withdrawal,928663
2306,254,2024-12-09,deposit,1934282
2307,115,2025-08-03,transfer,125729
2308,110,2025-05-26,deposit,1013197
2309,193,2025-03-12,deposit,844516
2310,4,2025-01-14,withdrawal,20372
2311,184,2025-02-04,deposit,1168272
2312,73,2025-03-17,withdrawal,471801
2313,300,2024-12-23,withdrawal,56037
2314,102,2025-03-07,deposit,600802
2315,113,2025-03-07,withdrawal,763754
2316,174,2025-03-09,transfer,133956
2317,101,2025-04-21,deposit,374261
2318,52,2025-11-19,deposit,1748668
2319,71,2025-02-02,withdrawal,696680
2320,174,2025-07-29,deposit,644783
2321,123,2025-06-16,withdrawal,858809
2322,88,2025-10-23,transfer,423918
2323,223,2025-02-06,transfer,39276
2324,74,2025-03-15,deposit,1672022
2325,99,2025-11-28,transfer,203283
2326,192,2025-07-15,withdrawal,638672
2327,126,2025-10-19,deposit,1605299
2328,97,2025-02-22,transfer,159236
2329,168,2025-10-26,deposit,116692
2330,144,2025-08-25,deposit,1790730
2331,300,2025-01-18,withdrawal,229401
2332,241,2025-01-10,transfer,327377
2333,86,2025-11-03,transfer,208484
2334,261,2025-08-30,withdrawal,532807
2335,238,2025-12-07,deposit,679912
2336,192,2025-08-12,transfer,369123
2337,254,2025-10-01,withdrawal,291370
2338,206,2025-10-02,transfer,487966
2339,19,2025-03-21,deposit,465379
2340,232,2025-03-29,deposit,835262
2341,157,2025-06-19,withdrawal,941878
2342,293,2025-06-17,deposit,1966883
2343,131,2025-02-14,transfer,49438
2344,44,2025-08-30,withdrawal,476097
2345,181,2024-12-29,deposit,1229657
2346,239,2025-05-29,transfer,330648
2347,219,2025-07-17,withdrawal,500262
2348,210,2025-08-19,withdrawal,853584
2349,163,2024-12-20,withdrawal,410944
2350,92,2025-04-22,withdrawal,255147
2351,39,2025-01-19,withdrawal,955265
2352,151,2025-09-13,transfer,273850
2353,41,2025-04-03,withdrawal,981616
2354,51,2025-06-10,deposit,154629
2355,20,2025-05-27,transfer,110018
2356,101,2025-04-15,transfer,177617
2357,155,2025-11-22,transfer,432590
2358,141,2025-10-13,deposit,1484839
2359,71,2025-09-12,transfer,392879
2360,134,2025-05-10,deposit,1619966
2361,145,2025-07-02,withdrawal,831169
2362,208,2025-11-08,transfer,402308
2363,7,2025-08-27,withdrawal,695864
2364,77,2025-04-03,withdrawal,248633
2365,108,2025-08-29,withdrawal,255076
2366,283,2025-08-01,withdrawal,767607
2367,175,2025-03-14,deposit,661565
2368,220,2025-03-25,transfer,223988
2369,225,2025-09-19,withdrawal,904376
2370,16,2025-09-29,withdrawal,155699
2371,66,2024-12-12,withdrawal,999178
2372,256,2025-06-07,transfer,442412
2373,174,2025-07-13,deposit,884015
2374,207,2025-05-10,transfer,286859
2375,167,2025-09-24,transfer,17184
2376,17,2025-05-26,deposit,327313
2377,291,2025-10-12,transfer,423982
2378,294,2025-03-22,withdrawal,409841
2379,201,2025-06-23,deposit,1125907
2380,97,2025-05-25,withdrawal,123915
2381,292,2025-05-12,withdrawal,680043
2382,48,2025-11-18,deposit,223760
2383,284,2025-11-25,deposit,72232
2384,251,2025-03-19,deposit,396521
2385,36,2025-03-23,withdrawal,307604
2386,120,2025-09-02,withdrawal,701609
2387,36,2025-06-14,withdrawal,70244
2388,266,2025-05-24,deposit,365344
2389,211,2025-02-02,withdrawal,174663
2390,67,2025-08-09,transfer,224369
2391,36,2025-03-23,withdrawal,957480
2392,67,2025-07-17,deposit,654607
2393,244,2025-09-28,deposit,1271070
2394,159,2025-08-22,transfer,111416
2395,235,2024-12-11,withdrawal,221500
2396,74,2025-06-30,withdrawal,77077
2397,127,2025-09-25,transfer,177433
2398,252,2025-09-28,withdrawal,495171
2399,21,2025-05-04,transfer,52764
2400,234,2025-12-07,withdrawal,744335
2401,153,2025-03-07,withdrawal,652805
2402,213,2025-10-20,deposit,381602
2403,222,2025-11-10,withdrawal,413350
2404,94,2025-01-25,transfer,303118
2405,202,2025-04-09,transfer,27892
2406,81,2025-10-25,withdrawal,935426
2407,276,2025-01-11,withdrawal,709040
2408,112,2025-09-17,withdrawal,441256
2409,63,2025-01-30,withdrawal,90251
2410,259,2025-07-26,withdrawal,440016
2411,85,2025-08-24,withdrawal,227445
2412,23,2025-01-14,withdrawal,38015
2413,237,2025-06-30,withdrawal,370351
2414,100,2024-12-13,withdrawal,49609
2415,129,2025-02-15,deposit,1492089
2416,168,2025-08-02,transfer,397521
2417,249,2025-01-19,withdrawal,81551
2418,281,2025-12-08,transfer,132031
2419,225,2025-04-29,deposit,992313
2420,83,2024-12-17,deposit,1763453
2421,52,2025-02-09,deposit,621866
2422,274,2025-03-04,transfer,209917
2423,40,2024-12-13,transfer,405340
2424,140,2025-06-09,deposit,929126
2425,92,2024-12-25,deposit,1503231
2426,273,2025-11-29,deposit,932063
2427,25,2025-09-01,transfer,430465
2428,53,2025-05-14,withdrawal,733880
2429,228,2024-12-10,deposit,1259527
2430,25,2025-03-21,withdrawal,814377
2431,128,2025-04-09,withdrawal,962900
2432,103,2025-07-11,deposit,38635
2433,15,2025-03-16,deposit,711984
2434,33,2025-01-26,deposit,1855287
2435,86,2024-12-30,transfer,92580
2436,213,2025-05-24,transfer,61457
2437,166,2025-03-15,transfer,333616
2438,107,2025-07-15,transfer,212127
2439,62,2025-01-31,deposit,453329
2440,183,2024-12-15,withdrawal,192055
2441,206,2024-12-14,transfer,170800
2442,200,2025-03-30,deposit,967122
2443,34,2025-04-29,transfer,432339
2444,189,2025-03-29,deposit,146203
2445,211,2025-10-10,withdrawal,814829
2446,256,2025-09-08,deposit,1499286
2447,292,2025-01-25,deposit,533356
2448,167,2025-06-24,transfer,370069
2449,69,2025-10-29,withdrawal,193847
2450,163,2025-01-11,transfer,257775
2451,172,2025-10-03,deposit,1281186
2452,230,2025-10-31,withdrawal,545849
2453,120,2025-12-03,transfer,313002
2454,7,2025-10-19,deposit,49487
2455,64,2025-07-15,withdrawal,257879
2456,125,2025-01-07,transfer,46623
2457,71,2025-05-08,withdrawal,532952
2458,104,2025-03-22,deposit,793000
2459,20,2025-10-10,deposit,1941529
2460,228,2025-05-25,transfer,464974
2461,69,2025-11-02,withdrawal,342963
2462,21,2025-07-08,transfer,420120
2463,148,2025-05-26,deposit,485268
2464,176,2025-09-10,deposit,436630
2465,28,2025-11-24,transfer,135200
2466,114,2025-06-21,transfer,462549
2467,267,2025-07-22,withdrawal,202461
2468,4,2025-08-16,deposit,1829242
2469,36,2025-10-28,deposit,114276
2470,73,2025-01-23,deposit,268320
2471,89,2025-03-22,transfer,292753
2472,121,2025-07-14,transfer,45980
2473,240,2025-03-19,withdrawal,182132
2474,126,2025-10-14,withdrawal,195006
2475,128,2025-09-29,withdrawal,309214
2476,230,2025-04-26,transfer,110592
2477,247,2025-06-10,deposit,1999419
2478,204,2025-08-06,withdrawal,185915
2479,226,2025-10-16,withdrawal,539837
2480,222,2025-08-11,deposit,1723833
2481,11,2025-01-19,withdrawal,458158
2482,154,2025-02-24,transfer,286646
2483,284,2025-04-18,transfer,97117
2484,195,2025-07-28,withdrawal,330704
2485,146,2025-10-14,withdrawal,599448
2486,247,2025-02-15,deposit,703842
2487,241,2025-03-15,deposit,329480
2488,3,2025-08-21,deposit,1812021
2489,192,2025-07-08,withdrawal,434206
2490,203,2025-06-22,transfer,200635
2491,251,2025-10-05,withdrawal,682188
2492,37,2024-12-27,withdrawal,937989
2493,64,2025-09-23,withdrawal,987408
2494,84,2025-07-19,deposit,1605023
2495,131,2025-08-25,transfer,187755
2496,251,2025-06-14,transfer,365966
2497,30,2025-07-13,transfer,207025
2498,127,2024-12-25,deposit,1006863
2499,186,2025-11-19,transfer,375440
2500,15,2025-11-03,transfer,354005
2501,76,2025-07-29,withdrawal,644845
2502,76,2025-10-12,withdrawal,269433
2503,297,2025-02-28,transfer,446196
2504,7,2025-01-24,deposit,1621845
2505,197,2025-10-04,withdrawal,750367
2506,42,2025-03-14,transfer,482075
2507,217,2025-07-14,deposit,1745110
2508,130,2025-08-21,transfer,163450
2509,273,2025-06-21,transfer,469860
2510,158,2025-01-22,transfer,220801
2511,56,2025-06-02,transfer,305213
2512,74,2025-03-25,withdrawal,795100
2513,204,2024-12-11,transfer,166533
2514,87,2025-01-26,withdrawal,11655
2515,36,2025-09-02,transfer,224068
2516,214,2025-07-16,transfer,156173
2517,88,2025-03-13,deposit,790700
2518,69,2025-03-11,deposit,1025204
2519,258,2025-09-24,deposit,950104
2520,109,2025-01-07,deposit,426403
2521,94,2025-07-05,deposit,548900
2522,226,2025-10-23,transfer,483659
2523,56,2025-01-17,transfer,92097
2524,151,2025-02-09,deposit,797154
2525,142,2024-12-23,deposit,722544
2526,300,2025-08-13,deposit,1007222
2527,52,2025-04-23,deposit,133044
2528,4,2024-12-29,transfer,310369
2529,50,2024-12-11,deposit,1100414
2530,193,2025-04-23,transfer,277668
2531,249,2025-05-29,withdrawal,803679
2532,220,2025-11-22,withdrawal,398796
2533,176,2025-04-09,withdrawal,866526
2534,185,2025-06-19,transfer,213913
2535,30,2025-05-26,withdrawal,925488
2536,52,2025-11-30,deposit,963229
2537,206,2025-02-17,transfer,443001
2538,14,2025-09-05,transfer,69432
2539,144,2025-04-14,transfer,398970
2540,189,2025-11-24,withdrawal,658388
2541,244,2025-11-11,transfer,221597
2542,97,2025-05-21,deposit,1343136
2543,9,2024-12-31,transfer,193851
2544,167,2025-04-06,transfer,237944
2545,249,2025-10-17,withdrawal,785112
2546,42,2025-08-08,withdrawal,458702
2547,52,2025-05-07,transfer,206776
2548,100,2025-08-31,transfer,80057
2549,293,2024-12-24,transfer,269574
2550,66,2025-01-21,withdrawal,845527
2551,155,2025-08-04,transfer,292701
2552,87,2025-08-11,withdrawal,131297
2553,277,2025-03-26,deposit,515354
2554,88,2025-01-22,transfer,371953
2555,55,2024-12-22,withdrawal,760534
2556,83,2025-06-22,withdrawal,956495
2557,144,2025-04-18,deposit,1513219
2558,244,2025-11-13,transfer,69538
2559,70,2025-08-16,transfer,337161
2560,47,2025-04-01,transfer,179483
2561,295,2025-11-02,transfer,38904
2562,176,2025-06-21,withdrawal,964379
2563,288,2025-04-06,withdrawal,857718
2564,115,2025-05-05,withdrawal,131309
2565,45,2025-05-31,deposit,191938
2566,97,2025-02-05,transfer,498883
2567,294,2025-05-17,withdrawal,143606
2568,195,2024-12-08,transfer,391357
2569,160,2025-09-08,deposit,1242445
2570,98,2025-05-20,withdrawal,454280
2571,187,2025-02-10,transfer,494645
2572,267,2025-10-06,transfer,320420
2573,114,2024-12-12,deposit,834030
2574,276,2025-02-20,withdrawal,341272
2575,152,2025-11-21,deposit,1053225
2576,234,2025-05-02,deposit,1266364
2577,75,2025-12-02,transfer,353835
2578,18,2025-05-15,transfer,172845
2579,258,2025-04-27,transfer,69730
2580,294,2025-03-28,withdrawal,671732
2581,254,2025-06-18,withdrawal,748344
2582,31,2025-03-25,withdrawal,170119
2583,116,2025-01-03,transfer,390732
2584,92,2025-06-26,withdrawal,772729
2585,154,2025-02-27,transfer,483347
2586,12,2025-05-29,transfer,210670
2587,217,2025-06-04,transfer,253209
2588,201,2025-09-04,withdrawal,85312
2589,145,2025-03-17,withdrawal,740203
2590,281,2025-02-13,withdrawal,112046
2591,166,2025-01-04,transfer,458957
2592,156,2025-03-01,withdrawal,696433
2593,296,2025-11-29,deposit,931697
2594,248,2025-02-20,withdrawal,950801
2595,108,2025-03-18,deposit,1691861
2596,5,2025-09-28,withdrawal,771221
2597,53,2025-02-21,transfer,416827
2598,193,2025-03-04,withdrawal,722449
2599,29,2025-08-07,deposit,750713
2600,92,2025-08-28,deposit,251094
2601,174,2025-02-22,transfer,232447
2602,207,2025-02-06,deposit,76288
2603,124,2025-05-11,withdrawal,522361
2604,89,2025-06-18,transfer,395699
2605,46,2025-11-05,withdrawal,916908
2606,196,2025-11-07,withdrawal,673049
2607,228,2025-02-07,withdrawal,22166
2608,60,2025-08-15,deposit,260960
2609,261,2025-10-04,deposit,53290
2610,294,2025-04-27,transfer,256395
2611,49,2025-06-22,transfer,99946
2612,248,2025-07-18,transfer,373436
2613,153,2025-01-27,transfer,70659
2614,167,2025-09-09,deposit,1501880
2615,95,2025-12-01,withdrawal,862353
2616,11,2025-09-08,withdrawal,593071
2617,272,2025-08-30,withdrawal,77037
2618,300,2025-11-06,transfer,379210
2619,64,2025-02-06,deposit,1386147
2620,93,2025-03-10,transfer,369493
2621,3,2025-05-17,transfer,239478
2622,63,2025-09-28,deposit,275146
2623,106,2025-01-21,transfer,89520
2624,288,2024-12-25,withdrawal,902810
2625,44,2025-05-09,deposit,1066469
2626,187,2025-07-12,transfer,94969
2627,1,2024-12-31,deposit,635403
2628,266,2025-09-07,withdrawal,701176
2629,228,2025-08-16,deposit,1215206
2630,161,2025-06-06,transfer,482512
2631,276,2025-11-25,transfer,115016
2632,51,2024-12-30,transfer,434792
2633,122,2025-02-18,deposit,399419
2634,154,2025-10-12,deposit,286454
2635,283,2025-06-09,deposit,1246059
2636,143,2025-10-22,deposit,1534042
2637,217,2025-04-17,deposit,1158116
2638,134,2025-03-01,withdrawal,691332
2639,205,2025-04-17,withdrawal,97298
2640,218,2025-09-08,transfer,80101
2641,105,2025-04-24,deposit,1325300
2642,99,2025-09-22,transfer,200109
2643,262,2025-07-10,transfer,91005
2644,79,2025-07-18,withdrawal,836051
2645,195,2025-04-13,deposit,1270856
2646,40,2025-09-06,withdrawal,140674
2647,57,2025-07-04,transfer,292503
2648,34,2025-01-22,withdrawal,681274
2649,186,2025-04-26,withdrawal,825866
2650,75,2024-12-13,deposit,578878
2651,51,2025-06-19,withdrawal,243020
2652,54,2025-09-03,deposit,373535
2653,157,2025-08-15,transfer,435620
2654,49,2025-12-01,transfer,187924
2655,293,2025-04-25,withdrawal,588333
2656,51,2025-05-19,deposit,363083
2657,200,2025-11-20,deposit,728880
2658,273,2025-07-02,transfer,316750
2659,245,2025-04-19,transfer,71884
2660,5,2025-12-08,transfer,274256
2661,80,2025-02-19,transfer,71253
2662,194,2025-04-23,transfer,390573
2663,28,2025-06-15,transfer,340121
2664,128,2025-07-10,transfer,324135
2665,235,2025-06-07,deposit,925565
2666,240,2025-04-28,transfer,155376
2667,220,2025-04-04,transfer,498709
2668,157,2025-01-21,transfer,454797
2669,157,2025-05-17,withdrawal,818010
2670,47,2025-01-16,transfer,46667
2671,123,2025-09-28,deposit,351267
2672,30,2025-05-03,deposit,1564042
2673,284,2024-12-13,withdrawal,857613
2674,218,2025-02-15,transfer,271696
2675,246,2025-11-23,withdrawal,550028
2676,273,2025-07-03,transfer,70374
2677,8,2024-12-11,transfer,104711
2678,218,2025-06-02,transfer,285140
2679,126,2025-09-04,transfer,351645
2680,22,2025-03-04,transfer,240222
2681,269,2025-01-15,deposit,371611
2682,188,2025-06-06,deposit,1082274
2683,27,2025-06-20,withdrawal,529577
2684,88,2025-05-30,withdrawal,128733
2685,128,2025-02-06,transfer,451052
2686,149,2025-05-07,withdrawal,516592
2687,136,2025-10-27,deposit,9685
2688,292,2025-05-13,withdrawal,238026
2689,264,2025-08-02,deposit,1966706
2690,250,2024-12-11,deposit,751049
2691,236,2025-06-07,withdrawal,322843
2692,55,2025-03-13,deposit,738419
2693,206,2025-01-28,withdrawal,19294
2694,221,2025-01-20,withdrawal,217140
2695,271,2025-02-24,transfer,476077
2696,211,2025-08-14,deposit,1919928
2697,4,2025-11-09,deposit,1618648
2698,129,2025-06-28,deposit,992126
2699,192,2025-07-15,withdrawal,392201
2700,94,2025-04-24,transfer,430482
2701,56,2025-07-20,withdrawal,698159
2702,83,2025-07-18,deposit,746841
2703,3,2025-12-06,withdrawal,936496
2704,102,2025-05-02,deposit,402550
2705,21,2025-07-11,deposit,832422
2706,170,2025-11-14,deposit,341199
2707,102,2025-04-23,withdrawal,707557
2708,61,2025-09-15,withdrawal,522824
2709,254,2025-02-11,transfer,379509
2710,167,2025-06-25,withdrawal,536236
2711,68,2024-12-18,deposit,231239
2712,65,2025-08-21,deposit,726673
2713,7,2025-01-03,transfer,128996
2714,176,2024-12-12,withdrawal,636090
2715,223,2025-05-01,withdrawal,313527
2716,249,2025-07-15,deposit,1600722
2717,127,2025-08-26,transfer,84951
2718,96,2025-02-04,deposit,594590
2719,135,2025-11-14,transfer,134684
2720,220,2025-12-04,deposit,998825
2721,53,2025-08-22,transfer,387969
2722,93,2025-10-06,deposit,1797796
2723,77,2025-02-13,deposit,257625
2724,206,2025-03-16,deposit,579329
2725,75,2025-10-19,withdrawal,28519
2726,103,2025-01-03,deposit,1817673
2727,195,2025-05-13,withdrawal,560472
2728,119,2025-07-14,deposit,710016
2729,246,2025-07-14,deposit,1074261
2730,27,2025-04-24,withdrawal,125400
2731,187,2025-06-05,withdrawal,998805
2732,215,2025-01-01,deposit,675754
2733,94,2025-01-03,deposit,6123
2734,165,2025-08-06,deposit,603353
2735,144,2025-07-16,transfer,57828
2736,95,2025-06-12,withdrawal,525151
2737,172,2025-01-26,withdrawal,126946
2738,7,2025-02-12,transfer,294285
2739,170,2025-06-11,withdrawal,787301
2740,271,2025-04-08,transfer,199821
2741,142,2025-06-22,deposit,1230422
2742,45,2025-10-26,deposit,278647
2743,62,2025-11-08,deposit,1235108
2744,98,2025-07-24,deposit,1482779
2745,51,2025-09-13,deposit,1980135
2746,176,2025-08-07,withdrawal,770585
2747,104,2025-02-24,transfer,382890
2748,23,2025-07-10,deposit,407038
2749,282,2025-09-20,transfer,137396
2750,178,2025-10-26,withdrawal,480267
2751,61,2025-08-12,withdrawal,80997
2752,215,2025-08-22,transfer,493286
2753,12,2025-04-27,deposit,1261516
2754,67,2025-09-23,withdrawal,57652
2755,32,2025-06-29,transfer,104714
2756,254,2025-08-27,transfer,284167
2757,39,2025-08-25,deposit,923017
2758,197,2025-06-25,transfer,413615
2759,206,2025-03-23,transfer,147341
2760,95,2025-09-26,deposit,340550
2761,112,2024-12-12,transfer,370282
2762,263,2025-12-05,withdrawal,538291
2763,269,2025-03-30,withdrawal,328148
2764,152,2025-09-16,transfer,145779
2765,61,2024-12-31,deposit,474614
2766,274,2024-12-28,deposit,617039
2767,76,2025-02-14,withdrawal,982289
2768,139,2025-04-14,deposit,1352237
2769,108,2024-12-08,transfer,65914
2770,178,2025-06-14,transfer,322277
2771,167,2025-12-04,deposit,1989803
2772,282,2025-02-14,withdrawal,767155
2773,210,2025-05-23,transfer,159610
2774,30,2024-12-13,transfer,432778
2775,183,2025-04-30,deposit,1536920
2776,91,2025-09-09,withdrawal,26398
2777,299,2025-11-25,deposit,1520406
2778,196,2025-10-24,transfer,139922
2779,283,2025-07-22,deposit,1718052
2780,113,2025-03-22,withdrawal,291850
2781,298,2025-06-28,transfer,428484
2782,80,2025-07-18,withdrawal,252979
2783,189,2025-08-10,deposit,1896983
2784,48,2025-07-31,withdrawal,200330
2785,95,2025-09-25,deposit,401067
2786,252,2025-11-04,transfer,99585
2787,145,2025-03-01,deposit,655453
2788,91,2025-10-15,withdrawal,730756
2789,97,2025-01-13,deposit,305988
2790,219,2025-11-03,deposit,959254
2791,207,2025-09-03,deposit,1523981
2792,71,2024-12-14,transfer,398448
2793,52,2024-12-18,withdrawal,412643
2794,57,2025-11-02,deposit,1606061
2795,23,2025-01-19,deposit,525812
2796,138,2025-10-25,deposit,1973383
2797,7,2025-01-31,deposit,1665232
2798,278,2025-05-30,transfer,434001
2799,44,2025-08-10,deposit,296986
2800,289,2025-03-01,withdrawal,865076
2801,158,2025-02-25,withdrawal,512171
2802,125,2025-11-27,deposit,1144857
2803,137,2025-02-09,transfer,290009
2804,11,2025-09-12,deposit,220619
2805,152,2025-07-08,deposit,1077782
2806,73,2025-04-01,deposit,1917952
2807,13,2025-06-23,deposit,900767
2808,76,2025-05-03,withdrawal,697199
2809,116,2025-11-24,transfer,206716
2810,58,2025-02-02,withdrawal,187795
2811,115,2025-06-08,deposit,596007
2812,40,2025-02-06,transfer,179967
2813,185,2024-12-30,deposit,1883181
2814,78,2025-09-05,deposit,903898
2815,172,2025-11-20,transfer,100087
2816,218,2025-11-14,deposit,1878003
2817,155,2025-05-03,transfer,433638
2818,179,2025-08-20,deposit,573523
2819,189,2025-12-07,withdrawal,860100
2820,40,2025-02-22,deposit,1812145
2821,76,2025-06-25,withdrawal,164958
2822,229,2025-08-09,transfer,422779
2823,35,2025-07-14,deposit,1216824
2824,143,2025-05-22,deposit,194681
2825,66,2025-06-23,deposit,1614638
2826,181,2025-07-13,withdrawal,528213
2827,247,2025-10-12,transfer,222026
2828,171,2025-11-07,deposit,1687211
2829,126,2025-09-15,withdrawal,448996
2830,255,2025-08-17,transfer,284849
2831,273,2025-04-04,transfer,435652
2832,197,2025-07-11,deposit,1223369
2833,270,2025-11-28,transfer,412158
2834,113,2025-04-07,transfer,50744
2835,186,2024-12-16,deposit,431308
2836,186,2025-02-14,transfer,253473
2837,57,2025-06-04,deposit,1916264
2838,185,2025-07-31,deposit,623025
2839,74,2025-07-11,transfer,493291
2840,125,2025-04-01,deposit,1741068
2841,29,2025-02-06,transfer,77247
2842,74,2024-12-21,withdrawal,778691
2843,218,2025-12-02,withdrawal,66710
2844,55,2025-01-14,transfer,309929
2845,245,2025-02-26,transfer,461380
2846,16,2025-02-18,deposit,770972
2847,41,2024-12-14,deposit,166617
2848,292,2025-03-11,withdrawal,166989
2849,241,2025-09-04,transfer,78459
2850,154,2025-05-29,withdrawal,441512
2851,228,2024-12-14,transfer,369509
2852,147,2025-01-07,deposit,331919
2853,17,2025-03-06,transfer,398809
2854,258,2025-06-28,deposit,27790
2855,217,2025-07-28,transfer,464263
2856,284,2025-04-19,transfer,439906
2857,293,2025-12-06,transfer,165449
2858,117,2025-02-26,withdrawal,986696
2859,140,2025-06-19,deposit,1098666
2860,65,2025-07-01,transfer,116077
2861,29,2025-03-12,deposit,827693
2862,287,2025-01-16,transfer,446300
2863,240,2025-11-07,withdrawal,338403
2864,208,2025-01-04,withdrawal,182830
2865,191,2025-03-17,transfer,227414
2866,139,2025-01-16,deposit,223942
2867,186,2025-05-28,transfer,413314
